channel_name,video_id,Date,Time,duration_seconds,views,likes,comments,shorts,title,content_type
RJ Karishma,b3lQkABRCaM,11/28/2021,4:41:59 PM,30,"16,900,349.00","1,111,798.00",2049,Yes,guests ke jate he 😂 #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,27iHtYaKOSk,11/27/2021,3:18:41 AM,48,"24,478,691.00","1,432,855.00",4045,Yes,mujhse nahi ho payi yaar baat relatives se😭😭 #shorts #youtubepartner #rjkarishma,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,d85_lFyzUTc,11/25/2021,3:52:13 AM,16,"9,110,502.00","463,715.00",3150,Yes,instagram ke iss trend ne kya apke ankh naak se bhi khoon nikala hai?? #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny, Trends / Challenges / Social Media"
RJ Karishma,FgIlYwaBRFM,11/23/2021,4:43:01 AM,61,"23,520,628.00","1,739,999.00",2370,Yes,i love pani puri (what about you) ?? #rjkarishma #shorts #youtubepartner #youtube #comedy,"Character / Micro Comedy, Food / Cooking, Comedy / Funny, Trends / Challenges / Social Media, Romance / Relationships"
RJ Karishma,ZbqQmehKqTs,11/22/2021,7:30:30 AM,31,"10,237,398.00","554,841.00",408,Yes,soul to soul connection #shorts #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,1i-LYOo4qrE,11/20/2021,4:33:44 AM,58,"45,706,724.00","2,558,071.00",3430,Yes,just couple things #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media, Romance / Relationships"
RJ Karishma,cvqBgjXKhG0,11/19/2021,12:57:42 PM,47,"18,696,334.00","1,136,843.00",1752,Yes,ye unn logo k liye jo roz dm karke bolte hain “hume apke bhai (vicky) par crush hai” 😒#rjkarishma,"Character / Micro Comedy, Romance / Relationships"
RJ Karishma,QBLwd6xKkAk,11/18/2021,5:49:53 AM,25,"16,233,896.00","740,022.00",2180,Yes,phone dekhkar smile karte ho toh aas paas bhi dekh liya karo😒 #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,uz7ekKmIga4,11/17/2021,5:11:35 PM,23,"41,410,761.00","1,879,292.00",3310,Yes,"dear salon , blow dry karke humari ummeed na bhadaye #rjkarishma #comedy","Character / Micro Comedy, Comedy / Funny"
RJ Karishma,J7mE4PTiOac,11/16/2021,4:51:22 AM,54,"75,754,703.00","3,239,063.00",3529,Yes,zor zor se ratta lagao aur batao hum kitna padh rahe hain😂😂 #youtubepartner #shorts,Trends / Challenges / Social Media
RJ Karishma,wjFUhTJAkjw,11/15/2021,8:32:02 AM,16,"14,381,667.00","356,733.00",421,Yes,full video kal ke teaser k baad |#rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,0zRb0le8wMg,11/13/2021,4:30:13 AM,21,"5,309,058.00","301,625.00",712,Yes,ye nahi hona chahiye tha #rjkarishma,Character / Micro Comedy
RJ Karishma,NPccIOu6y5c,11/12/2021,5:26:50 PM,43,"72,291,947.00","2,503,276.00",11535,Yes,tag your tubelight friend 👻#rjkarishma #comedy #shorts,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,otEieuR6Pnk,11/11/2021,3:35:54 AM,54,"37,454,028.00","2,250,171.00",4226,Yes,kabhi ek jaisa nahi lagta 😫 #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,ld75iqsy0tk,11/10/2021,4:44:48 PM,21,"28,962,435.00","1,441,847.00",1592,Yes,aur aise chikky ka chef bann ne ka sapna adhoora reh gaya 😒 #shorts #rjkarishma #comedy,"Character / Micro Comedy, Food / Cooking, Comedy / Funny"
RJ Karishma,C3Df-cnPvUI,11/9/2021,3:34:53 AM,60,"65,302,981.00","3,760,861.00",4748,Yes,yaar weekend par ghar nahi aana chahiye kissi ke😒 #shorts #youtubepartner,"Family / Relatable, Trends / Challenges / Social Media"
RJ Karishma,rtiX8BaxIA4,11/7/2021,12:17:18 PM,16,"12,622,415.00","599,280.00",2252,Yes,ab chikky ki kya galti thi isme:( #rjkarishma #shorts #trend,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,gSsGMt6tsYk,11/7/2021,3:45:11 AM,58,"42,192,941.00","2,396,118.00",3067,Yes,that reaction 😉 #shorts #rjkarishma #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,b1EpzKRD8-A,11/5/2021,4:03:57 PM,30,"13,331,369.00","754,393.00",788,Yes,bas yahi kehna tha #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,2uQrHQfYjjY,11/5/2021,5:04:06 AM,56,"27,278,652.00","1,651,400.00",1388,Yes,ek kaam karo family whatsapp group par puchlo sabse😉 #shorts #youtubepartner #rjkarishma,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,hcdDwfjLELY,11/3/2021,3:55:37 AM,17,"23,444,554.00","897,276.00",1067,Yes,m too shy to dance ….isliye baar baar bulana padega ..yaad rakhna ! #rjkarishma #comedy,"Character / Micro Comedy, Daily Life / Emotions, Comedy / Funny"
RJ Karishma,wVUeKQ2yiz4,11/2/2021,6:47:05 PM,44,"33,200,589.00","1,840,448.00",2500,Yes,chikky ki haddiyon ka bana churma 😂#rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,Vydeci6ui2s,10/31/2021,6:07:09 AM,60,"17,694,606.00","1,068,377.00",2122,Yes,yaar ye kya hogaya😭😭 #shorts #youtubepartner,Trends / Challenges / Social Media
RJ Karishma,LnPtvITBz-c,10/30/2021,5:04:59 AM,49,"41,023,326.00","2,183,737.00",2470,Yes,ye game squid game se bhi zyada khatarnak hai ..ek baar entry karlo fir ja nahi paoge #rjkarishma,Character / Micro Comedy
RJ Karishma,vd2qGoOmAgE,10/29/2021,6:54:59 AM,18,"4,196,649.00","209,935.00",869,Yes,ab hum roz candle light dinner karte hain #rjkarishma #contentcreator #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,nRdOpEcQKGo,10/28/2021,6:30:20 AM,59,"24,013,061.00","1,450,974.00",1912,Yes,apki taraf se bhi ek share ho jaye comment section mai .|#shorts #youtubepartner,Trends / Challenges / Social Media
RJ Karishma,DfwzLzovJo0,10/27/2021,11:23:20 AM,16,"9,762,800.00","407,366.00",833,Yes,kya aap ke sath kabhi aisa hua hai??#comedy #rjkarishma #shorts #siblings,"POV / Kids & Teens, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,Sip8p6c4DyE,10/27/2021,3:45:29 AM,57,"54,194,014.00","2,918,146.00",20058,Yes,heart attack he aajata hai i swear #jugnuchallenge #youtubepartner #shorts,"Trends / Challenges / Social Media, Romance / Relationships"
RJ Karishma,fh27xo3wwJI,10/26/2021,8:01:53 AM,49,"18,513,599.00","717,113.00",2075,Yes,aajkal ghar ka kuch ye nazara hai #shorts #rjkarishma #comedy #siblings,"Family / Relatable, POV / Kids & Teens, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,j2fNPFc7pDE,10/25/2021,3:42:01 AM,60,"36,253,364.00","2,490,481.00",1769,Yes,apka kya kehna hai aise bacho ke bare mai |#rjkarishma |#comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,1Vzl_IrSqFw,10/24/2021,6:21:18 PM,11,"4,349,354.00","217,982.00",716,Yes,mummy ji boht sweet hain😍 |#rjkarishma |#comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,ebd-X7Ymyzk,10/23/2021,7:35:08 AM,60,"119,726,164.00","4,376,586.00",15398,Yes,kya apke sath bhi aisa hota hai😒 |#rjkarishma |#comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,DYCIJfJDqwA,10/21/2021,5:07:30 PM,16,"62,777,737.00","2,062,934.00",3400,Yes,that one kid |#rjkarishma |#share |#comedy,"POV / Kids & Teens, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,LNQzeB1jYuY,10/18/2021,12:01:16 PM,60,"17,688,435.00","1,165,743.00",1373,Yes,"indulgence ka maza , ab short mai! #shorts #youtubepartner",Trends / Challenges / Social Media
RJ Karishma,aHtcW2Uj3ak,10/16/2021,1:33:12 PM,61,"14,337,935.00","1,084,263.00",1742,Yes,iske baat batao kya haal hua hoga noni ka ?? |#shorts |#youtubepartner,Trends / Challenges / Social Media
RJ Karishma,U9ba2ePfn44,10/14/2021,2:24:26 PM,52,"1,877,229.00","123,025.00",406,Yes,zindagi mai pehli baar risk liya tha😣 |#rjkarishma |#comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,owxyPjsISdQ,10/11/2021,4:00:39 AM,60,"57,448,389.00","3,243,202.00",3923,Yes,text karlo yaar call toh nahi ho payega ! |#rjkarishma |#comedy |#contentcreator,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,pyNM44iIXFc,10/8/2021,6:10:08 AM,49,"10,070,738.00","560,687.00",1510,Yes,shaadi ka lehenga |#rjkarishma |#comedy |#contentcreator,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,RozS_fxDjGs,10/6/2021,10:10:16 AM,60,"47,251,847.00","2,498,999.00",2091,Yes,kya aap bhi yahi karte ho ? |#rjkarishma |#comedy |#contentcreator,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,oygt8WpNVkc,10/5/2021,7:17:33 AM,40,"32,346,575.00","1,770,398.00",1890,Yes,instagram par naya challenge #getto,Trends / Challenges / Social Media
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
INSIGHTS ,,,,,,,,,,
Average Views Overall ,,17509339,,,,,,,,
,,,,,,,,,,
Average Views For Shorts ,,17713047,,,,,,,,
,,,,,,,,,,
Average Views For Videos ,,2434966,,,,,,,,
,,,,,,,,,,
Total Number Of Shorts ,,296,,,,,,,,
% of shorts ,,98.66666667,,,,,,,,
% of videos,,1.333333333,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Total Views ,,"5,252,801,804.00",,,,,,,,
Views From Shorts ,,5243061938,,,,,,,,
Views From Videos,,9739866,,,,,,,,
,,,,,,,,,,
Percentage of views from shorts ,,99.8145777,,,,,,,,
,,,,,,,,,,
Percentage of views from videos ,,0.1854223015,,,,,,,,
,,,,,,,,,,
likes from shorts ,,269882134,,,,,,,,
likes from videos,,248664,,,,,,,,
Total likes ,,"270,130,798.00",,,,,,,,
% likes from shorts,,99.90794682,,,,,,,,
% likes from videos,,0.09205318381,,,,,,,,
